"nctid","anticipated_enrollment","actual_enrollment","has_summary_results","has_publication","phase_recoded","has_publ_or_summary","source"
"NCT01165671",150,100,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01105403",36,21,FALSE,FALSE,"II",FALSE,"Intovalue"
"NCT02487680",NA,20,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02159170",20,20,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02104882",18,12,FALSE,FALSE,"I-II",FALSE,"Intovalue"
"NCT03081975",500,500,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02866825",100,116,FALSE,FALSE,"II",FALSE,"Intovalue"
"NCT02246595",72,72,FALSE,FALSE,"II",FALSE,"Intovalue"
"NCT02771015",NA,200,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01407848",20,20,FALSE,FALSE,"II",FALSE,"Intovalue"
"NCT01349296",18,18,FALSE,FALSE,"I",FALSE,"Intovalue"
"NCT01279174",40,40,FALSE,FALSE,"IV",FALSE,"Intovalue"
"NCT01047059",40,40,FALSE,FALSE,"II",FALSE,"Intovalue"
"NCT00933777",36,36,FALSE,FALSE,"I",FALSE,"Intovalue"
"NCT01968239",24,27,FALSE,FALSE,"II",FALSE,"Intovalue"
"NCT01937767",90,90,FALSE,FALSE,"II",FALSE,"Intovalue"
"NCT01483339",40,37,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02703870",NA,19,FALSE,FALSE,"I-II",FALSE,"Intovalue"
"NCT00827619",110,110,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT03019718",212,88,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02843490",70,71,FALSE,FALSE,"IV",FALSE,"Intovalue"
"NCT02654353",NA,100,FALSE,FALSE,"IV",FALSE,"Intovalue"
"NCT02532881",788,492,FALSE,FALSE,"II",FALSE,"Intovalue"
"NCT01524679",170,170,TRUE,FALSE,"II",TRUE,"Intovalue"
"NCT01445808",90,90,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02382445",260,138,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02291562",20,20,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02291536",20,20,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02051387",74,74,FALSE,FALSE,"I",FALSE,"Intovalue"
"NCT01472029",53,53,FALSE,FALSE,"II",FALSE,"Intovalue"
"NCT01403779",226,226,FALSE,FALSE,"III",FALSE,"Intovalue"
"NCT00766233",130,17,FALSE,FALSE,"III",FALSE,"Intovalue"
"NCT03330431",NA,66,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT00596765",70,62,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT00187278",1800,1833,TRUE,FALSE,"Not given",TRUE,"Intovalue"
"NCT03332914",NA,13,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02883621",1000,1000,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02816268",NA,120,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02367495",125,125,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02157129",100,100,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01991847",50,50,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01803217",NA,70,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01548677",2175,1317,FALSE,FALSE,"II",FALSE,"Intovalue"
"NCT01382147",400,396,FALSE,FALSE,"III",FALSE,"Intovalue"
"NCT01230073",120,120,FALSE,FALSE,"IV",FALSE,"Intovalue"
"NCT01229033",186,NA,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01029769",350,351,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT00845286",125,162,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02788448",51,42,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02241642",100,65,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02973919",NA,53,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02408575",40,44,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02120313",70,42,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02062138",90,60,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT03184285",NA,50,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02550418",60,60,FALSE,FALSE,"II",FALSE,"Intovalue"
"NCT02353793",60,60,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01989429",725,788,FALSE,FALSE,"III",FALSE,"Intovalue"
"NCT01948726",150,150,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01835340",30,22,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT00170274",180,156,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT04157023",NA,78,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT03961906",NA,53,FALSE,FALSE,"II",FALSE,"Intovalue"
"NCT03531216",NA,12,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT03530839",NA,37,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT03341741",NA,26,FALSE,FALSE,"III",FALSE,"Intovalue"
"NCT03022695",NA,27,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02353858",78,78,FALSE,FALSE,"II",FALSE,"Intovalue"
"NCT02345447",296,NA,FALSE,FALSE,"III",FALSE,"Intovalue"
"NCT02128698",50,50,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01803295",100,80,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01757613",150,NA,FALSE,FALSE,"II",FALSE,"Intovalue"
"NCT00167583",100,37,FALSE,FALSE,"III",FALSE,"Intovalue"
"NCT02290067",130,NA,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01866449",46,24,FALSE,FALSE,"II",FALSE,"Intovalue"
"NCT03505775",NA,32,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02587338",50,50,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01348269",48,63,FALSE,FALSE,"III",FALSE,"Intovalue"
"NCT01229631",90,108,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01027884",240,65,TRUE,TRUE,"III",TRUE,"Contrast"
"NCT01630434",264,320,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT00501709",30,10,FALSE,TRUE,"I-II",TRUE,"Contrast"
"NCT00114530",226,75,TRUE,TRUE,"II-III",TRUE,"Contrast"
"NCT01306539",45,20,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01702246",25,24,TRUE,TRUE,"I-II",TRUE,"Contrast"
"NCT01103921",200,214,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01156584",24,54,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT01852032",112,23,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT00957229",41,41,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT00694889",80,144,FALSE,TRUE,"I-II",TRUE,"Contrast"
"NCT02111993",50,60,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01076829",10,10,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT00458393",1400,2499,TRUE,TRUE,"III",TRUE,"Contrast"
"NCT00375830",100,114,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT01699789",NA,1246,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01642719",200,NA,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT00134056",930,1038,TRUE,TRUE,"III",TRUE,"Contrast"
"NCT01398046",18,10,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT00810160",30,59,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT01317277",70,75,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01171586",349,318,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01286259",20,16,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01324973",90,60,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01507558",30,22,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01012713",30,30,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT01270217",100,200,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01876602",140,140,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01248065",400,408,TRUE,TRUE,"III",TRUE,"Contrast"
"NCT02410629",40,17,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01280838",400,400,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01479634",400,279,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01158508",50,20,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT00948896",800,600,TRUE,TRUE,"III",TRUE,"Contrast"
"NCT01773447",47,NA,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01769326",20,40,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT00842764",30,7,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02062866",50,50,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01083628",30,85,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01867944",100,100,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT00883129",150,142,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT01308775",100,102,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT00488982",150,125,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT01313936",30,32,TRUE,TRUE,"I",TRUE,"Contrast"
"NCT01036009",50,43,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT01396941",20,10,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01390077",15,8,TRUE,TRUE,"II-III",TRUE,"Contrast"
"NCT00895310",30,30,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT02020863",41,40,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01019850",42,27,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT01062009",24,24,TRUE,TRUE,"I-II",TRUE,"Contrast"
"NCT01602536",280,280,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01220336",440,441,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT00944281",3200,3220,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02008396",12,12,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT01280812",192,210,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01979497",48,39,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01657461",833,196,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02078739",20,14,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01841619",16,16,TRUE,TRUE,"I",TRUE,"Contrast"
"NCT01844414",700,600,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01466998",120,123,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01806675",100,25,TRUE,TRUE,"I-II",TRUE,"Contrast"
"NCT01164163",106,49,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT02049944",28,30,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT02031718",100,98,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01837147",50,51,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01672723",30,34,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01294306",90,80,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT02485756",80,42,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01664559",66,67,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT00852358",16,9,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01112839",800,692,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01359982",24,26,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT01944904",20,18,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01238575",112,62,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT02268682",540,558,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01462422",3000,3032,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01103531",150,135,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01606657",210,201,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02188875",NA,67,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02233478",15,18,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02074579",90,101,FALSE,TRUE,"II",TRUE,"Contrast"
"NCT01198418",200,181,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01316510",24,24,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01272635",600,607,TRUE,TRUE,"III",TRUE,"Contrast"
"NCT01715038",NA,4011,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01438320",20,34,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT00451204",150,158,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT01808664",64,61,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01461707",30,30,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02306980",12,12,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02070237",90,90,TRUE,TRUE,"I",TRUE,"Contrast"
"NCT01723384",30,30,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT00661193",98,59,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT02544867",NA,30,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02596750",NA,21,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01534910",65,65,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT01554241",280,86,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT00871299",124,173,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01424007",234,245,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01360203",1500,1437,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02594969",NA,20,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02682498",NA,38,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT00655239",100,143,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01743820",50,81,FALSE,TRUE,"II",TRUE,"Contrast"
"NCT02262962",NA,251,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01766713",50,50,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT01618552",248,182,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01229696",150,NA,FALSE,TRUE,"IV",TRUE,"Contrast"
"NCT02347488",55,30,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT02420561",NA,307,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT00814788",80,24,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT01404520",106,70,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01114282",28,11,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT01772485",30,31,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT00352599",50,44,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT02046200",10,11,TRUE,TRUE,"I-II",TRUE,"Contrast"
"NCT01210664",14,16,TRUE,TRUE,"I",TRUE,"Contrast"
"NCT01728909",52,64,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT01829516",50,32,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT01154192",75,24,TRUE,TRUE,"III",TRUE,"Contrast"
"NCT01593943",3000,2162,FALSE,TRUE,"III",TRUE,"Contrast"
"NCT01988194",250,238,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01936441",100,106,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01834287",200,207,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01913340",50,50,TRUE,TRUE,"I-II",TRUE,"Contrast"
"NCT01351220",1100,1100,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02641249",25,19,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT00970866",864,3499,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01643382",200,60,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT00787059",72,56,FALSE,TRUE,"I-II",TRUE,"Contrast"
"NCT02264353",30,44,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT01090245",200,202,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02745405",NA,109,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02213510",60,40,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01946282",10000,8565,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02136498",70,66,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01671514",60,21,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02095106",26,27,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01893346",40,35,TRUE,TRUE,"I",TRUE,"Contrast"
"NCT02397408",25,18,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT02111980",50,50,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01686724",504,504,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01939704",2250,1809,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02109601",100,98,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02071264",200,100,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02290184",40,45,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01781806",375,328,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT01289275",1200,1270,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT01810289",3000,12024,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01686178",40800,17422,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02701387",NA,7,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01080794",160,61,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01812837",48,51,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01879826",120,81,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02062853",44,44,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT00997035",240,240,TRUE,TRUE,"III",TRUE,"Contrast"
"NCT01670175",18,21,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT00773604",10,9,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01382069",84,100,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT00947206",784,909,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02861352",NA,18,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02330627",30,29,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01557608",142,754,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01784419",30,10,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01983930",66,81,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02025998",24,24,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT02437253",4,2,TRUE,TRUE,"I-II",TRUE,"Contrast"
"NCT01683643",800,NA,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02480257",30,26,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01594918",42,25,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT02671734",NA,77,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01967992",100,25,FALSE,TRUE,"II",TRUE,"Contrast"
"NCT02242890",182,40,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01931553",1000,1200,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT03040466",360,180,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01474382",150,150,FALSE,TRUE,"IV",TRUE,"Contrast"
"NCT01869699",50,41,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT02662023",24,24,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT02259699",229,124,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT00720733",200,160,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01327274",15,15,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT00794508",10,10,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT02083744",60,42,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01930435",20,20,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02105779",80,172,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01874977",120,96,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02136212",40,57,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01627366",500,500,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02261740",30,16,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01716195",50,18,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT01535508",20,10,FALSE,TRUE,"II-III",TRUE,"Contrast"
"NCT02344316",30,31,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT03115372",1500,982,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01608295",80,65,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT01720654",200,165,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT00955968",2000,1653,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT02327559",NA,33,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02028533",20,30,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT02594644",30,32,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02611882",225,225,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT01129440",596,597,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT02377063",20,25,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01762553",1680,1533,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02256592",12,18,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT01350011",200,175,FALSE,TRUE,"III",TRUE,"Contrast"
"NCT02257203",96,82,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01197443",150,152,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02323893",30,6,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT01200043",84,54,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01120639",24,30,TRUE,TRUE,"I-II",TRUE,"Contrast"
"NCT01540318",916,925,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02341027",202,205,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT00958217",130,154,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT00265850",2300,2334,TRUE,TRUE,"III",TRUE,"Contrast"
"NCT01637402",33,41,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT01693874",100,103,FALSE,TRUE,"I-II",TRUE,"Contrast"
"NCT01751685",100,99,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02508259",20,10,TRUE,TRUE,"I-II",TRUE,"Contrast"
"NCT01079247",400,347,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02603926",15,6,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT02023918",6,6,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT00221338",312,750,TRUE,TRUE,"III",TRUE,"Contrast"
"NCT01676714",35,10,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT01687634",125,203,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT00823459",60,58,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT01925248",60,32,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01693250",60,40,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02620488",40,28,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02086123",320,87,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02898844",NA,164,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01819987",30,32,FALSE,TRUE,"I-II",TRUE,"Contrast"
"NCT03113526",100,53,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01942811",50,134,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02084316",360,360,FALSE,TRUE,"II-III",TRUE,"Contrast"
"NCT02694731",96,104,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01941927",40,20,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT01624948",60,40,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT01535235",30,31,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT01281475",100,67,TRUE,TRUE,"II-III",TRUE,"Contrast"
"NCT01327651",360,622,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT02040298",50,50,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT02819050",NA,80,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02258425",130,130,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01835665",8,8,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT01911039",20,14,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT01409642",40,62,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01116921",124,103,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02494024",32,NA,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT00355056",230,230,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02124252",7200,NA,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01766674",80,112,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02501889",100,100,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01828593",90,103,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01383161",132,46,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT01062568",84,50,TRUE,TRUE,"III",TRUE,"Contrast"
"NCT02026011",90,87,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT02282293",200,200,TRUE,TRUE,"III",TRUE,"Contrast"
"NCT01576055",NA,267,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02424097",40,40,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT02535767",28,28,FALSE,TRUE,"I-II",TRUE,"Contrast"
"NCT02106702",NA,271,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01176396",900,460,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01704105",11250,8246,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02831023",80,80,FALSE,TRUE,"II",TRUE,"Contrast"
"NCT02662244",50,33,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02812914",50,50,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01444183",100,95,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02623855",200,156,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01917994",300,230,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT00895258",152,163,FALSE,TRUE,"II",TRUE,"Contrast"
"NCT02433691",90,60,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT03303456",NA,79,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02593253",200,200,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01811355",30,23,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT01008566",51,21,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT01406626",360,356,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02642666",30,23,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02313181",328,328,FALSE,TRUE,"Not given",TRUE,"Contrast"
