"nctid","anticipated_enrollment","actual_enrollment","has_summary_results","has_publication","phase_recoded","has_publ_or_summary","source"
"NCT00056134",30,23,FALSE,TRUE,"I-II",TRUE,"Intovalue"
"NCT00094497",300,304,TRUE,TRUE,"III",TRUE,"Intovalue"
"NCT00098137",422,422,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00114348",338,338,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT00115518",30,30,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00122031",12,13,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT00136188",100,100,FALSE,TRUE,"II-III",TRUE,"Intovalue"
"NCT00151242",920,920,FALSE,TRUE,"II-III",TRUE,"Intovalue"
"NCT00151255",500,NA,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00163267",NA,80,FALSE,TRUE,"II-III",TRUE,"Intovalue"
"NCT00170326",NA,108,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00170625",36,28,TRUE,TRUE,"I-II",TRUE,"Intovalue"
"NCT00180089",242,NA,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00180102",600,NA,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT00185159",4400,4449,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00199082",400,NA,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT00202917",40,61,FALSE,TRUE,"I-II",TRUE,"Intovalue"
"NCT00222222",300,105,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00232830",NA,715,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00256152",2500,2580,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT00262119",1300,1300,TRUE,TRUE,"IV",TRUE,"Intovalue"
"NCT00282646",40,40,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00284713",30,NA,FALSE,TRUE,"I-II",TRUE,"Intovalue"
"NCT00293943",NA,232,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00298597",180,NA,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00326989",100,103,FALSE,TRUE,"I-II",TRUE,"Intovalue"
"NCT00335543",254,NA,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00351403",390,NA,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT00355095",40,40,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00359918",NA,162,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT00362089",NA,208,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00366158",294,461,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00368953",240,NA,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT00373451",1700,1721,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT00374985",30,25,FALSE,TRUE,"I-II",TRUE,"Intovalue"
"NCT00375219",81,103,TRUE,TRUE,"II",TRUE,"Intovalue"
"NCT00382967",250,273,TRUE,TRUE,"IV",TRUE,"Intovalue"
"NCT00390832",120,138,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00392184",NA,274,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00395252",73,76,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00400387",486,449,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00402675",600,NA,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT00404092",48,46,TRUE,TRUE,"II",TRUE,"Intovalue"
"NCT00419601",24,24,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00422916",100,66,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00437385",NA,90,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT00438451",360,361,TRUE,TRUE,"IV",TRUE,"Intovalue"
"NCT00445081",66,NA,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT00447304",644,NA,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00449969",250,312,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00456092",132,204,TRUE,TRUE,"II",TRUE,"Intovalue"
"NCT00469638",130,NA,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00470626",85,129,TRUE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00473499",60,NA,FALSE,TRUE,"I-II",TRUE,"Intovalue"
"NCT00478933",1300,1223,TRUE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00504400",10,10,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00506688",138,153,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00507988",100,91,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00509184",85,85,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00510965",10,10,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00512135",350,801,TRUE,TRUE,"III",TRUE,"Intovalue"
"NCT00515814",15,NA,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00521664",400,400,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00533221",20,20,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00534079",15,23,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00534287",600,600,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00535652",20,23,TRUE,TRUE,"IV",TRUE,"Intovalue"
"NCT00538356",620,720,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT00538928",120,NA,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00543686",100,NA,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00543881",475,710,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00552981",160,157,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00559442",30,30,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00567736",150,150,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00571155",30,NA,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT00575146",20,20,TRUE,TRUE,"I",TRUE,"Intovalue"
"NCT00575588",838,891,TRUE,TRUE,"III",TRUE,"Intovalue"
"NCT00579657",100,111,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00583661",48,48,TRUE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00598533",3000,3002,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT00598611",30,29,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00598637",600,650,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT00598676",2600,2600,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT00598715",360,450,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT00599547",NA,106,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00600444",100,NA,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00601510",28,38,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT00604331",10,8,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00604357",29,27,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00610584",400,422,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00611910",600,610,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT00615264",400,457,TRUE,TRUE,"III",TRUE,"Intovalue"
"NCT00615732",120,123,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00617175",1300,1902,TRUE,TRUE,"IV",TRUE,"Intovalue"
"NCT00618280",200,101,FALSE,TRUE,"I-II",TRUE,"Intovalue"
"NCT00626717",130,30,FALSE,TRUE,"II-III",TRUE,"Intovalue"
"NCT00634881",36,13,FALSE,TRUE,"I-II",TRUE,"Intovalue"
"NCT00637169",1200,1201,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00640770",200,200,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT00644826",320,336,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00646334",80,80,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00646412",60,60,FALSE,TRUE,"I-II",TRUE,"Intovalue"
"NCT00650078",294,350,TRUE,TRUE,"III",TRUE,"Intovalue"
"NCT00650143",100,174,FALSE,TRUE,"II-III",TRUE,"Intovalue"
"NCT00659789",345,137,TRUE,TRUE,"II",TRUE,"Intovalue"
"NCT00668759",240,254,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00670254",380,380,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00674700",NA,509,TRUE,TRUE,"II-III",TRUE,"Intovalue"
"NCT00682305",55,50,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00687869",310,322,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00701142",40,80,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00701662",10,8,TRUE,TRUE,"II",TRUE,"Intovalue"
"NCT00705965",569,570,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00707369",500,540,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT00712101",1868,NA,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00715091",360,180,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT00715806",174,NA,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00718692",55,61,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00719667",2000,NA,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00729703",450,462,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT00730548",180,180,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00732979",126,152,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00735280",2500,2505,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT00745745",286,299,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00747487",84,85,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00748202",24,24,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00751465",130,82,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00757159",30,56,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT00758017",150,150,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00758277",190,201,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00763659",200,172,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00764036",18,23,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT00764933",200,211,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00769561",100,58,TRUE,TRUE,"II-III",TRUE,"Intovalue"
"NCT00774072",10,9,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00778752",25,24,FALSE,TRUE,"I-II",TRUE,"Intovalue"
"NCT00783120",140,197,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00783159",75,69,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00785330",100,84,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00786292",NA,NA,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00786994",162,165,TRUE,TRUE,"II",TRUE,"Intovalue"
"NCT00791141",80,80,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00792220",200,NA,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00793663",220,NA,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT00802906",12,12,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00804102",200,80,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00804271",450,487,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00810992",992,524,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00832039",1180,1089,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00832611",40,46,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT00837603",48,NA,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00886704",50,50,TRUE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00895778",NA,57,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00902889",6,6,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT00908362",45,NA,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT00915252",216,214,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00916825",750,801,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00917046",200,261,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00918619",126,128,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT00924638",450,447,TRUE,TRUE,"IV",TRUE,"Intovalue"
"NCT00933218",250,NA,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00934206",15,NA,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00938574",33,34,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT00943449",62,57,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00944801",NA,63,FALSE,TRUE,"I-II",TRUE,"Intovalue"
"NCT00949975",800,838,TRUE,TRUE,"II",TRUE,"Intovalue"
"NCT00952458",144,NA,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00953108",40,60,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00956566",190,170,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00961181",60,81,TRUE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00974077",260,120,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00974779",20,19,FALSE,TRUE,"II-III",TRUE,"Intovalue"
"NCT00979056",258,258,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00979719",1000,1377,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00979745",70,74,TRUE,TRUE,"III",TRUE,"Intovalue"
"NCT00987077",NA,30,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00987324",375,402,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT00988754",600,595,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00991211",NA,549,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00997841",200,NA,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT00998907",1000,1042,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01014507",60,60,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01025167",80,111,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01035242",150,156,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01045772",NA,10,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01049607",190,130,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT01056744",80,90,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT01057043",40,40,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01061229",30,29,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT01061489",100,65,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01065311",117,106,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01065337",NA,30,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01070849",456,299,FALSE,TRUE,"II-III",TRUE,"Intovalue"
"NCT01072474",242,NA,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT01079442",80,80,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01079689",20,20,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01083030",90,90,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT01088672",50,60,TRUE,TRUE,"IV",TRUE,"Intovalue"
"NCT01089231",40,40,TRUE,TRUE,"IV",TRUE,"Intovalue"
"NCT01094145",6,NA,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01101139",300,300,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT01105351",200,75,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01108146",25,30,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01115101",NA,239,TRUE,TRUE,"IV",TRUE,"Intovalue"
"NCT01163734",20,20,FALSE,TRUE,"II",TRUE,"Intovalue"
